frase_id,sim,nao,nao_sei,not_annotated,total_annotations,valid_annotations,frase,tem_padrao,real_class,majority_annotation,agreement_rate
4273069,3,0,0,0,3,3,Ele não é mais bonito do que eu.,Male,sim,sim,100.0
4273645,1,0,0,2,3,1,Aquela menina era a felicidade que eu tanto esperei.,Female,sim,sim,100.0
4273769,3,0,0,1,4,3,"E o pobre menino sozinho sofreu mais que ninguém
.",Male,sim,sim,100.0
4273797,2,0,0,2,4,2,Ele é filho dessa gente importante.,Male,sim,sim,100.0
4273834,2,0,0,1,3,2,Minha mãe agora está mais velha.,Female,sim,sim,100.0
4273840,2,0,0,2,4,2,Ela é uma moça tão linda.,Female,sim,sim,100.0
4273844,1,0,0,2,3,1,Que ela dá tão gostoso.,Female,sim,sim,100.0
4274453,1,0,0,3,4,1,Ela tá é desesperada.,Female,sim,sim,100.0
4274501,2,0,0,2,4,2,"Ah, ela é princesa.",Female,sim,sim,100.0
4274506,3,0,0,1,4,3,A mulher mais bela.,Female,sim,sim,100.0
4274523,4,0,0,0,4,4,Ele é seu amor.,Male,sim,sim,100.0
4274571,3,0,0,0,3,3,Ela bem feitada e eu naquele fossa.,Female,sim,sim,100.0
4274687,1,0,0,2,3,1,Contem dos meus sonhos onde ela é presente.,Female,sim,sim,100.0
4276174,4,0,0,0,4,4,E eu já percebi que ela é sozinha.,Female,sim,sim,100.0
4276252,4,0,0,0,4,4,Maria é uma simples moça caseira.,Female,sim,sim,100.0
4276819,3,0,0,1,4,3,Quando o rapaz caipira.,Male,sim,sim,100.0
4276826,3,0,0,0,3,3,Rapaz caipira.,Male,sim,sim,100.0
4277063,3,0,0,0,3,3,Diz que ele é o cara.,Male,sim,sim,100.0
4277694,1,0,0,2,3,1,Aquela menina era felicidade.,Female,sim,sim,100.0
4277793,3,0,0,1,4,3,"Lembro a menina feia,.",Female,sim,sim,100.0
4278078,2,0,0,2,4,2,"Ela é muito mais mulher,
.",Female,sim,sim,100.0
4278789,1,0,0,3,4,1,"Ele é puro, sujo.",Male,sim,sim,100.0
4279368,2,1,0,1,4,3,Ela sempre é notícia.,Female,sim,sim,66.66666666666667
4279636,2,0,0,2,4,2,Uma menina simples que sorria.,Female,sim,sim,100.0
4279685,2,0,0,1,3,2,No coração dos homens maus já se acabou.,Male,sim,sim,100.0
4279984,2,0,0,1,3,2,Se ele fosse delegado.,Male,sim,sim,100.0
4280113,2,0,0,2,4,2,"Se de longe ela era linda,.",Female,sim,sim,100.0
4280278,2,0,0,2,4,2,"Princesa rainha, a minha mulher
.",Female,sim,sim,100.0
4281158,2,0,0,1,3,2,"De calça jeans e botina, jeito de menina roceira.",Female,sim,sim,100.0
4283131,1,0,0,3,4,1,"Adão não foi avisado
.",Male,sim,sim,100.0
4283188,2,0,0,1,3,2,Fulana tá linda.,Female,sim,sim,100.0
4283456,1,0,0,2,3,1,E disse que ele é bem melhor de cama do que eu.,Male,sim,sim,100.0
4286502,2,0,0,1,3,2,Ele era rei mas foi humilde o tempo inteiro.,Male,sim,sim,100.0
4286503,3,1,0,0,4,4,ele foi filho de carpinteiro.,Male,sim,sim,75.0
4288291,2,0,0,0,2,2,Pela moça bela.,Female,sim,sim,100.0
4288904,3,0,0,1,4,3,"conheci uma moça bonita,.",Female,sim,sim,100.0
4289002,3,0,0,1,4,3,"Pra essas mulheres tão nervosas,.",Female,sim,sim,100.0
4289021,2,0,1,1,4,3,Porque a mulher será mulher.,Female,sim,sim,66.66666666666667
4290446,1,0,0,2,3,1,quando ele é o homem-aranha.,Male,sim,sim,100.0
4290466,3,0,0,1,4,3,Sé sei que ele é o presente mais lindo.,Male,sim,sim,100.0
4290932,3,0,0,1,4,3,"Ele é cheio de paz,.",Male,sim,sim,100.0
4294334,2,0,0,2,4,2,É tao gostosa ela é toda faceira.,Female,sim,sim,100.0
4294945,3,0,0,0,3,3,"Virgem, menina morena.",Female,sim,sim,100.0
4295021,2,0,0,2,4,2,Ela é a paz que nasceu pra mim.,Female,sim,sim,100.0
4296802,1,0,0,3,4,1,"Ela é a lua,é minha loucura.",Female,sim,sim,100.0
4296803,2,0,0,2,4,2,"A musa perfeita que alguém procura

.",Female,sim,sim,100.0
4296810,4,0,0,0,4,4,"Da menina mais linda,que é minha sina.",Female,sim,sim,100.0
4296867,1,0,0,3,4,1,Ele é o rei.,Male,sim,sim,100.0
4297045,2,0,0,1,3,2,Minha deusa nua minha bailarina.,Female,sim,sim,100.0
4297175,1,0,0,3,4,1,"por onde for, ser escravo, menino cativo.",Male,sim,sim,100.0
4297264,2,0,0,1,3,2,Nunca viu moça tão bela e por isso ando assim.,Female,sim,sim,100.0
4297961,3,1,0,0,4,4,"Princesa mágica, musa da música que sai da minha cabeça.",Female,sim,sim,75.0
4298342,2,0,0,2,4,2,Pelo amor da mulher mais bonita de um harém de.,Female,sim,sim,100.0
4299058,2,0,0,1,3,2,Pois com ele estou liberto do perigo e do mal.,Male,sim,sim,100.0
4299091,2,1,0,0,3,3,Quem é este homem importante que a todos escuta?.,Male,sim,sim,66.66666666666667
4299226,2,0,0,1,3,2,"Ele é o alivio quando a dor aperta
.",Male,sim,sim,100.0
4299405,2,0,0,1,3,2,Abra sua bíblia e siga o exemplo desse homem puro.,Male,sim,sim,100.0
4300245,2,0,0,1,3,2,Ele é água viva pro homem sedento.,Male,sim,sim,100.0
4300249,4,0,0,0,4,4,Ele é alívio.,Male,sim,sim,100.0
4300560,1,0,0,2,3,1,Ele é o pão vivo que desceu do céu.,Male,sim,sim,100.0
4300756,2,0,0,1,3,2,"Ele é digno de todo o meu louvor
.",Male,sim,sim,100.0
4300883,3,0,0,1,4,3,Jesus é maravilhoso.,Male,sim,sim,100.0
4300941,1,0,0,2,3,1,Jesus é vencedor.,Male,sim,sim,100.0
4301031,1,0,0,2,3,1,"Ele é amor, ele não vai te abandonar
.",Male,sim,sim,100.0
4301040,3,0,0,1,4,3,"Ele é fiel, Ele nunca falhou,.",Male,sim,sim,100.0
4301055,3,1,0,0,4,4,Nestas boates de mulheres tão formosas.,Female,sim,sim,75.0
4301110,2,0,0,1,3,2,Ele é o sol que brilha no teu coração viu.,Male,sim,sim,100.0
4301407,2,1,0,1,4,3,"AÍ, VOU VER SE ELE É MAIS DO QUE EU

.",Male,sim,sim,66.66666666666667
4301517,1,0,0,2,3,1,No lugar do velho homem pecador.,Male,sim,sim,100.0
4302053,1,0,0,2,3,1,"Jesus foi ferido,.",Male,sim,sim,100.0
4302313,3,0,0,1,4,3,"O Senhor é meu pastor, nada me faltará..",Male,sim,sim,100.0
4302502,2,0,0,2,4,2,Ele nasceu tão pobrezinho.,Male,sim,sim,100.0
4302870,1,0,0,2,3,1,"Ele disse vinde a mim pecador
.",Male,sim,sim,100.0
4303243,3,0,0,1,4,3,"Ela tá ferida, ela tá ferida
.",Female,sim,sim,100.0
4303431,2,1,0,1,4,3,"Ela fica louca, louquinha, perde a razão
.",Female,sim,sim,66.66666666666667
4304302,3,1,0,0,4,4,"Imagina ela solteira
.",Female,sim,sim,75.0
4304353,2,1,0,0,3,3,"Quis ser dono do teu pensamento, ilusão.",Male,sim,sim,66.66666666666667
4304855,4,0,0,0,4,4,Da namorada bem amada que eu sonhei.,Female,sim,sim,100.0
4306144,3,0,0,0,3,3,Ele é seu pai e por sinal já me ensinou.,Male,sim,sim,100.0
4306326,2,0,0,1,3,2,"Canta, menina triste, esqueça a tristeza.",Female,sim,sim,100.0
4306328,2,0,0,2,4,2,"Você, menina triste, que vive a chorar.",Female,sim,sim,100.0
4309086,2,0,0,1,3,2,Se casou com um rei nagô em.,Male,sim,sim,100.0
4309106,2,0,0,1,3,2,Ele cresceu e se fez um homem bom.,Male,sim,sim,100.0
4309493,4,0,0,0,4,4,Ela louca muito louca.,Female,sim,sim,100.0
4309927,2,0,0,2,4,2,Tu és a filha pródiga.,Female,sim,sim,100.0
4310111,3,0,0,1,4,3,"Minha filha inocente, vem pra mim toda contente.",Female,sim,sim,100.0
4310386,1,0,0,2,3,1,"Bárbara é bárbara, é bárbara.",Female,sim,sim,100.0
4310455,3,0,0,0,3,3,Ele cega de paixão.,Male,sim,sim,100.0
4311947,2,0,1,1,4,3,Se é mulher é minha senhora.,Female,sim,sim,66.66666666666667
4312460,1,0,0,2,3,1,Ela é veterana da guerra da.,Female,sim,sim,100.0
4313228,2,0,0,2,4,2,"Que esse amor me fez um homem sofredor
.",Male,sim,sim,100.0
4313402,1,0,0,3,4,1,"Tem mulher bonita e apaixonado eu tô
.",Female,sim,sim,100.0
4313583,3,0,0,1,4,3,"E elas fica louca
.",Female,sim,sim,100.0
4313887,2,0,0,2,4,2,"""Eta"" mulher bandida.",Female,sim,sim,100.0
4314110,4,0,0,0,4,4,"Ela é minha amiga eu não posso falhar
.",Female,sim,sim,100.0
4315316,2,0,0,1,3,2,Um moço pobre poderá ser bom esposo.,Male,sim,sim,100.0
4315982,2,0,0,2,4,2,Um moço pobre como eu não deve amar.,Male,sim,sim,100.0
4315985,4,0,0,0,4,4,"Um moço pobre como eu não tem valor
.",Male,sim,sim,100.0
4316706,2,0,0,2,4,2,Quero ver senhor vigário.,Male,sim,sim,100.0
4319712,2,0,0,1,3,2,Esse homem bravo e forte.,Male,sim,sim,100.0
4320868,1,0,0,3,4,1,Homem puro que trabalha tanto.,Male,sim,sim,100.0
4321536,2,0,0,2,4,2,"É mulher perigosa, é mulher perigosa
.",Female,sim,sim,100.0
4321553,4,0,0,0,4,4,Toda mulher é divina.,Female,sim,sim,100.0
4321559,2,1,0,0,3,3,Isso é mulher brasileira.,Female,sim,sim,66.66666666666667
4322632,2,0,0,2,4,2,Me fez um homem cheio de ternura.,Male,sim,sim,100.0
4325174,3,0,0,0,3,3,"E que ele é melhor do que eu
.",Male,sim,sim,100.0
4325594,3,0,0,1,4,3,Talvez ela seja feliz.,Female,sim,sim,100.0
4325642,2,0,0,1,3,2,"ela era feliz e cantava , cantigas de amor.",Female,sim,sim,100.0
4325644,4,0,0,0,4,4,"nem parece a moça bonita que ontem sorria
.",Female,sim,sim,100.0
4325646,3,1,0,0,4,4,seu sorriso de moça bonita alguém carregou.,Female,sim,sim,75.0
4326966,2,0,0,1,3,2,De dia ela é santa.,Female,sim,sim,100.0
4327965,3,0,0,1,4,3,Se ela é melhor que eu.,Female,sim,sim,100.0
4329358,2,0,0,2,4,2,Ele é sol à meia noite.,Male,sim,sim,100.0
4330083,2,0,0,2,4,2,Ele era um rapaz.,Male,sim,sim,100.0
4330281,1,0,0,2,3,1,Sou uma mulher fiel.,Female,sim,sim,100.0
4332883,2,0,1,0,3,3,"fui marido mal-amado,.",Male,sim,sim,66.66666666666667
4333567,2,0,0,2,4,2,Ela estava sozinha somente um copo como seu par.,Female,sim,sim,100.0
4333572,2,0,0,2,4,2,Uma mulher tão linda ai não devia sofrer de amor.,Female,sim,sim,100.0
4334432,2,0,1,0,3,3,"para ser minha mulher p'ra vida
.",Female,sim,sim,66.66666666666667
4334526,2,0,1,0,3,3,"Princesa linda sem fim que me criou
.",Female,sim,sim,66.66666666666667
4334535,2,0,0,2,4,2,"Mãe querida, mãe querida.",Female,sim,sim,100.0
4334634,2,0,0,1,3,2,mulheres bonitas namorei.,Female,sim,sim,100.0
4334779,3,0,0,0,3,3,"Meu herói pequeno, sorriso sereno, homem pequenino.",Male,sim,sim,100.0
4334785,3,0,0,1,4,3,Eu sempre serei aquele homem certo.,Male,sim,sim,100.0
4334851,2,0,0,2,4,2,"Morena bonita, mulher tão perfeita da cabeça aos pés.",Female,sim,sim,100.0
4335092,2,0,0,1,3,2,"A mulheres bonitas nunca se diz não
.",Female,sim,sim,100.0
4335206,4,0,0,0,4,4,"Sou um homem feliz, obrigado.",Male,sim,sim,100.0
4335694,2,0,0,2,4,2,Fazeres-me um homem melhor.,Male,sim,sim,100.0
4336863,3,0,0,1,4,3,Sempre fui um homem louco demais.,Male,sim,sim,100.0
4338545,3,0,0,0,3,3,César tá mais preparado.,Male,sim,sim,100.0
4338701,1,0,0,3,4,1,"Faça ela feliz, faça ela feliz
.",Female,sim,sim,100.0
4338943,4,0,0,0,4,4,"Um homem carente, sofrendo e doente.",Male,sim,sim,100.0
4339617,2,0,0,2,4,2,"A mulher mais gostosa, mas também só minha.",Female,sim,sim,100.0
4339743,2,0,0,1,3,2,"Quando está comigo ela é só paixão, amor e ternura.",Female,sim,sim,100.0
4340536,2,0,0,2,4,2,Eita mulher difícil.,Female,sim,sim,100.0
4342129,2,0,0,2,4,2,Na segunda ele grila.,Male,sim,sim,100.0
4346182,3,0,0,0,3,3,"Ela é forte, é traiçoeira, ela é fogo de fogueira.",Female,sim,sim,100.0
4346284,3,0,0,0,3,3,"Mas ele era ruim de cama
.",Male,sim,sim,100.0
4346303,2,0,0,1,3,2,Mas ele era ruim de cama.,Male,sim,sim,100.0
4346830,2,0,0,2,4,2,Minha mulher é uma parada dura.,Female,sim,sim,100.0
4347053,1,0,0,3,4,1,Ela é toda faceira.,Female,sim,sim,100.0
4347057,1,0,0,3,4,1,Ela é famosa em.,Female,sim,sim,100.0
4347072,1,0,0,3,4,1,"Que essa é a mulher perfeita pra você
.",Female,sim,sim,100.0
4347079,2,0,0,1,3,2,Ela é famosa na.,Female,sim,sim,100.0
4347774,2,0,0,2,4,2,Porque não sou pra você um homem estranho.,Male,sim,sim,100.0
4347875,2,0,0,1,3,2,Ela é a estrela mais linda.,Female,sim,sim,100.0
4348583,2,1,0,1,4,3,"e ser mais feliz, um homem feliz
.",Male,sim,sim,66.66666666666667
4348746,4,0,0,0,4,4,Deusa linda.,Female,sim,sim,100.0
4348880,2,0,0,1,3,2,"Ela é bem melhor do que você
.",Female,sim,sim,100.0
4349837,2,0,0,2,4,2,"Você iria responder ""ela já foi esquecida"".",Female,sim,sim,100.0
4349839,2,0,0,2,4,2,"Você iria responder ""ela já foi esquecida""
.",Female,sim,sim,100.0
4352002,2,0,0,2,4,2,Minha mãe foi rainha.,Female,sim,sim,100.0
4352015,2,0,1,0,3,3,Minha mãe tão rainha.,Female,sim,sim,66.66666666666667
4352509,2,0,0,2,4,2,"Pervertido, mal amado, menino malvado, cuidado.",Male,sim,sim,100.0
4352511,2,0,0,2,4,2,"menino indecente, viado
.",Male,sim,sim,100.0
4354786,1,0,0,3,4,1,"Com essa rosa no cabelo e esse andar de moça prosa morena, morena.",Female,sim,sim,100.0
4354882,2,1,0,0,3,3,"Bem, não vá deixar a sua mãe aflita
.",Female,sim,sim,66.66666666666667
4355972,3,1,0,0,4,4,Enquanto mãe preta cantava (laiá lalaiá lalaiá laiá).,Female,sim,sim,75.0
4356340,2,0,0,1,3,2,Uma mulher clara.,Female,sim,sim,100.0
4357097,1,0,0,1,2,1,Ela já é gente.,Female,sim,sim,100.0
4357263,2,0,0,1,3,2,Ele nunca foi mais curioso.,Male,sim,sim,100.0
4357322,3,0,0,0,3,3,"Ele é caboclo, é.",Male,sim,sim,100.0
4357341,2,0,0,1,3,2,Ser mulher é fazer doce.,Female,sim,sim,100.0
4357349,2,0,0,1,3,2,Ser mulher é ser risonha.,Female,sim,sim,100.0
4357355,2,0,0,2,4,2,Ser mulher amigo meu.,Female,sim,sim,100.0
4357652,2,0,0,1,3,2,Saber que somos homens calados.,Male,sim,sim,100.0
4357698,3,0,0,0,3,3,A moça louca chegou e se acomodou.,Female,sim,sim,100.0
4359764,1,0,0,2,3,1,Ela não era assim tão carinhosa como é.,Female,sim,sim,100.0
4360028,4,0,0,0,4,4,"Vai, mulher cruel.",Female,sim,sim,100.0
4360091,2,0,0,1,3,2,"Bordão cinto prata sobre a mãe solteira, Ai, ai, ai.",Female,sim,sim,100.0
4360264,1,0,0,2,3,1,Caxias sou pura energia.,Male,sim,sim,100.0
4360586,2,0,0,1,3,2,Menina baiana do juazeiro.,Female,sim,sim,100.0
4360992,2,0,0,2,4,2,"Senhora, Mãe poderosa.",Female,sim,sim,100.0
4361007,1,0,0,3,4,1,Menino bom de bola.,Male,sim,sim,100.0
4361233,2,0,0,1,3,2,"Minha rainha poderosa,.",Female,sim,sim,100.0
4361264,3,0,0,1,4,3,"Ela é minha alegria, é minha paixão.",Female,sim,sim,100.0
4361347,2,0,0,1,3,2,O homem primitivo não sabia.,Male,sim,sim,100.0
4362292,1,0,0,3,4,1,Homem branco invade a terra.,Male,sim,sim,100.0
4362435,1,0,0,3,4,1,"O ""menino passarinho"" se transformou.",Male,sim,sim,100.0
4362471,2,0,0,1,3,2,Cantando a saga do menino sonhador.,Male,sim,sim,100.0
4363145,2,0,1,0,3,3,"A idéia do rei foi genial,.",Male,sim,sim,66.66666666666667
4363392,2,0,0,1,3,2,A rainha era deusa.,Female,sim,sim,100.0
4363522,3,0,0,1,4,3,"Mães feiticeiras, donas do destino....",Female,sim,sim,100.0
4363531,2,1,0,0,3,3,Rainhas soberanas.,Female,sim,sim,66.66666666666667
4364540,2,1,0,1,4,3,"A moça branca é amiga,.",Female,sim,sim,66.66666666666667
4364568,2,0,0,1,3,2,A moça branca.,Female,sim,sim,100.0
4364812,1,0,0,3,4,1,Com o rei negro no congá.,Male,sim,sim,100.0
4364900,1,0,0,2,3,1,O rei congo aqui chegou.,Male,sim,sim,100.0
4365479,2,1,0,0,3,3,"""É mãe é mulher a mão guardiã.",Female,sim,sim,66.66666666666667
4365507,4,0,0,0,4,4,É mãe é mulher a mão guardiã.,Female,sim,sim,100.0
4365547,3,0,0,0,3,3,"Ê mãe preta, mãe baiana.",Female,sim,sim,100.0
4366310,2,0,0,2,4,2,Ele foi eleito a deputado.,Male,sim,sim,100.0
4367133,2,0,0,0,2,2,Musa inspiradora.,Female,sim,sim,100.0
4367418,2,0,0,1,3,2,"E a rainha negra ofertou
.",Female,sim,sim,100.0
4367577,1,0,0,2,3,1,Francisco foi navegador.,Male,sim,sim,100.0
4367578,4,0,0,0,4,4,"Na serra, ele nasce pequenino.",Male,sim,sim,100.0
4367770,2,0,0,1,3,2,"mulher brasileira em primeiro lugar (x2)
.",Female,sim,sim,100.0
4367804,2,1,0,1,4,3,Glória a essas divas tão guerreiras.,Female,sim,sim,66.66666666666667
4367806,3,0,0,1,4,3,Maria não é brincadeira.,Female,sim,sim,100.0
4367992,2,0,0,1,3,2,E sou menino sonhador.,Male,sim,sim,100.0
4368441,2,0,0,1,3,2,"Menino bom na sua língua natal,menino bom que se tornou imortal
.",Male,sim,sim,100.0
4369026,3,0,0,1,4,3,"Dessas mulheres gentis
.",Female,sim,sim,100.0
4370032,2,0,0,1,3,2,Índio é dono desse chão.,Male,sim,sim,100.0
4370033,2,0,0,1,3,2,Índio é filho da.,Male,sim,sim,100.0
4370152,1,0,0,2,3,1,Zumbi é rei.,Male,sim,sim,100.0
4370171,2,1,0,0,3,3,"Soberana do meu carnaval, na princesa nilopolitana.",Female,sim,sim,66.66666666666667
4370230,2,0,0,2,4,2,Três princesas africanas.,Female,sim,sim,100.0
4370259,2,0,0,1,3,2,"Ele é rei e vem lutar
.",Male,sim,sim,100.0
4370353,3,0,0,1,4,3,Gloriosa ela surge deslumbrante !.,Female,sim,sim,100.0
4370742,1,0,0,3,4,1,O homem nativo da terra.,Male,sim,sim,100.0
4371067,3,1,0,0,4,4,A menina moça e o homem de guerra.,Female,sim,sim,75.0
4371077,2,0,0,0,2,2,"Mulher brasileira de tanta coragem
.",Female,sim,sim,100.0
4371596,3,0,0,1,4,3,Ele é o brasileiro.,Male,sim,sim,100.0
4371729,3,0,0,1,4,3,É diva internacional.,Female,sim,sim,100.0
4372118,2,0,0,2,4,2,Óh minha deusa soberana.,Female,sim,sim,100.0
4372132,2,0,0,2,4,2,"Meus filhos são filhos dessa mãe gentil
.",Female,sim,sim,100.0
4372540,2,0,0,1,3,2,É menino sonhador (bis).,Male,sim,sim,100.0
4372713,4,0,0,0,4,4,"""Do lixo para as flores"", Joãosinho é genial.",Male,sim,sim,100.0
4372950,2,0,0,2,4,2,Mamãe tô forte e tenho sorte.,Female,sim,sim,100.0
4373521,2,0,0,2,4,2,"Seu padre, se a moça é solteira?",Female,sim,sim,100.0
4373784,3,0,0,1,4,3,"Menina rendeira, me ensina a bordar.",Female,sim,sim,100.0
4374009,3,0,0,0,3,3,Quando o homem branco aqui chegou.,Male,sim,sim,100.0
4374462,2,0,0,2,4,2,Gandhi hoje são brasileiros.,Male,sim,sim,100.0
4374616,1,0,0,2,3,1,"Quantos imigrantes te abraçaram, mãe gentil.",Female,sim,sim,100.0
4374908,3,0,0,0,3,3,Exaltando a rainha mestiça.,Female,sim,sim,100.0
4375642,3,0,0,1,4,3,Quero te ver qual menino feliz.,Male,sim,sim,100.0
4376126,1,0,0,3,4,1,"Musa divinal
.",Female,sim,sim,100.0
4376280,3,0,0,1,4,3,Homem branco se assustava.,Male,sim,sim,100.0
4376364,2,0,0,2,4,2,Do homem sonhador.,Male,sim,sim,100.0
4376711,2,0,0,2,4,2,Rei feliz.,Male,sim,sim,100.0
4376806,2,0,0,2,4,2,Ah mulher guerreira.,Female,sim,sim,100.0
4377322,4,0,0,0,4,4,Mulheres guerreiras em orgia.,Female,sim,sim,100.0
4377358,3,0,0,1,4,3,Tia preta na cozinha (bis).,Female,sim,sim,100.0
4377367,2,0,0,2,4,2,Bata palma mãe pequena.,Female,sim,sim,100.0
4377672,2,1,0,1,4,3,Homens felizes vivendo nas matas.,Male,sim,sim,66.66666666666667
4378988,3,0,0,1,4,3,"Notícias más, de homens maus,.",Male,sim,sim,100.0
4379048,4,0,0,0,4,4,Uma rainha africana.,Female,sim,sim,100.0
4379065,3,0,0,0,3,3,"Com o parlamento, a rainha negra governava.",Female,sim,sim,100.0
4379158,2,0,0,1,3,2,Espelho da mulher brasileira.,Female,sim,sim,100.0
4379194,1,0,0,2,3,1,"Quero te ver, ó bela dama pecadora.",Female,sim,sim,100.0
4379882,3,1,0,0,4,4,Projetando a mulher brasileira.,Female,sim,sim,75.0
4380147,2,0,0,2,4,2,Que ela fosse tão bela.,Female,sim,sim,100.0
4380157,3,0,0,0,3,3,Gabriela moça pobre do sertão.,Female,sim,sim,100.0
4380179,3,0,0,0,3,3,Que ela era uma flor.,Female,sim,sim,100.0
4380241,1,0,0,2,3,1,Ele é verde e amarelo.,Male,sim,sim,100.0
4380366,2,0,0,2,4,2,A lenda diz que a moça índia foi primeira.,Female,sim,sim,100.0
4380395,3,1,0,0,4,4,A dama negra a ele apareceu.,Female,sim,sim,75.0
4381296,1,0,0,2,3,1,MOÇA BONITA!,Female,sim,sim,100.0
4381752,4,0,0,0,4,4,"MULHER BONITA, ROSA MAIS BELA
.",Female,sim,sim,100.0
4382770,1,0,0,2,3,1,E o homem confiante consultava.,Male,sim,sim,100.0
4384583,2,0,0,1,3,2,O homem orgulhoso como quê.,Male,sim,sim,100.0
4385080,3,0,0,1,4,3,Menino pobre.,Male,sim,sim,100.0
4385160,3,0,0,0,3,3,Mas o homem é muito forte.,Male,sim,sim,100.0
4385810,2,0,1,1,4,3,"Lago, um homem genial.",Male,sim,sim,66.66666666666667
4386206,1,0,0,2,3,1,A metamorfose dessa pátria mãe gentil.,Female,sim,sim,100.0
4386561,3,0,0,0,3,3,Ele é capitão.,Male,sim,sim,100.0
4386562,2,0,0,1,3,2,Ele é general.,Male,sim,sim,100.0
4386719,2,0,0,2,4,2,Moço valente chorava.,Male,sim,sim,100.0
4386978,3,0,1,0,4,4,Senhor branco não gostou.,Male,sim,sim,75.0
4387131,4,0,0,0,4,4,A deusa negra mais forte.,Female,sim,sim,100.0
4387486,1,0,0,2,3,1,Fiz na revista a musa nua.,Female,sim,sim,100.0
4387651,4,0,0,0,4,4,"Olha pro índio ele é especial não faz mal

.",Male,sim,sim,100.0
4388504,1,0,0,3,4,1,Oxum deusa formosa.,Female,sim,sim,100.0
4388505,2,0,0,1,3,2,"Moça dengosa irradiando energia
.",Female,sim,sim,100.0
4388883,1,0,0,2,3,1,De onde o homem macaco evoluiu?.,Male,sim,sim,100.0
4388887,1,0,0,2,3,1,Mulher serpente trai a.,Female,sim,sim,100.0
4388932,3,0,0,1,4,3,Fez o homem primitivo.,Male,sim,sim,100.0
4389385,1,0,0,2,3,1,"Iara ê, iara ê mãe d'água.",Female,sim,sim,100.0
4389714,4,0,0,0,4,4,"Mulher guerreira, bem brasileira.",Female,sim,sim,100.0
4389856,1,0,0,2,3,1,Perón é a musa divinal.,Female,sim,sim,100.0
4389861,2,0,0,2,4,2,Mulheres ousadas e maravilhosas.,Female,sim,sim,100.0
4389882,3,0,0,1,4,3,Homem branco veio invadir.,Male,sim,sim,100.0
4390091,2,0,0,1,3,2,Rainha negra.,Female,sim,sim,100.0
4390465,3,0,0,1,4,3,"Das grandes mulheres guerreiras, Tupinambás


.",Female,sim,sim,100.0
4390594,2,0,0,2,4,2,Homem generoso e de respeito.,Male,sim,sim,100.0
4390799,2,1,0,0,3,3,Onde viviam as mulheres guerreiras.,Female,sim,sim,66.66666666666667
4391034,4,0,0,0,4,4,"E tem mais, o barão cruel, homem dominador.",Male,sim,sim,100.0
4391158,2,0,0,1,3,2,"Do menino gigante, fez despertar.",Male,sim,sim,100.0
4391821,4,0,0,0,4,4,Senhora tão belo seu ilá.,Female,sim,sim,100.0
4392614,2,0,0,1,3,2,Imperador foi derrotado.,Male,sim,sim,100.0
4393898,2,0,0,2,4,2,MENINO ESCRAVO.,Male,sim,sim,100.0
4394158,2,0,0,2,4,2,Dizem que uma moça muito linda.,Female,sim,sim,100.0
4394182,3,0,0,1,4,3,Ela é a mãe do ouro.,Female,sim,sim,100.0
4394278,1,0,0,2,3,1,"Lá vai o menino pobrezinho,.",Male,sim,sim,100.0
4394286,1,0,0,3,4,1,"Se hoje ele é mau orientado,.",Male,sim,sim,100.0
4394614,3,1,0,0,4,4,Da queimada o homem branco produzia o carvão.,Male,sim,sim,75.0
4395680,2,0,0,2,4,2,Mãe negra é luz.,Female,sim,sim,100.0
4396569,3,0,0,1,4,3,Mulheres guerreiras...,Female,sim,sim,100.0
4396749,2,0,0,1,3,2,"A moça nativa, seu povo festeiro.",Female,sim,sim,100.0
4396911,2,0,1,0,3,3,"O menino passarinho, deixou seu ninho e ganhou o céu.",Male,sim,sim,66.66666666666667
4397307,2,0,0,2,4,2,Mãe protetora.,Female,sim,sim,100.0
4398017,3,1,0,0,4,4,Pedro é coroado imperador.,Male,sim,sim,75.0
4398357,3,0,0,1,4,3,Que a mulher brasileira simboliza.,Female,sim,sim,100.0
4398475,2,0,0,1,3,2,E a mulher independente.,Female,sim,sim,100.0
4399089,2,0,0,1,3,2,"Samba menina bonita...
.",Female,sim,sim,100.0
4399535,1,0,0,2,3,1,"A mãe negra temperou, a hora é esta.",Female,sim,sim,100.0
4400543,4,0,0,0,4,4,Na mãe feiticeira o dom de curar.,Female,sim,sim,100.0
4400580,2,0,0,2,4,2,"ele é corintiano
.",Male,sim,sim,100.0
4401120,2,0,0,2,4,2,"MOÇA BONITA
.",Female,sim,sim,100.0
4401701,2,0,0,1,3,2,"Vem, com dois meninos passarinhos.",Male,sim,sim,100.0
4402320,3,0,0,0,3,3,Sou filho dessa pátria mãe gentil.,Female,sim,sim,100.0
4402364,2,0,0,1,3,2,"E homens cheios de “Raça”...
.",Male,sim,sim,100.0
4402395,2,0,0,2,4,2,"no homem branco colonizador (bis)
.",Male,sim,sim,100.0
4402873,2,0,0,1,3,2,"O homem primitivo, gigantescos animais.",Male,sim,sim,100.0
4403440,2,1,0,0,3,3,"Embala meus sonhos, ó musa divina.",Female,sim,sim,66.66666666666667
4404950,1,0,0,3,4,1,"Ele achou confortável, ficou
.",Male,sim,sim,100.0
4405205,2,0,0,2,4,2,"Ele fica novo
.",Male,sim,sim,100.0
4405283,4,0,0,0,4,4,"Sem enxergar que ela é brilhante, que ela é rara
.",Female,sim,sim,100.0
